0.612833333	0.391000018	0.638761749	0.649508386	0.646347657	0.493271233	0.41421524	0.6927758	0.395777226	0.557606379	0.45031786	0.298879925	0.50906217	0.67023577	0.71362235	0.475045117	0.265502734	0.50895705	0.8227043	0.53472168	0.462218659	0.277904129	0.513389745	0.813694096	0.582045264
0.735633333	0.336117632	0.538129883	0.840370156	0.67479806	0.451084389	0.48387398	0.694540943	0.604822645	0.558854739	0.719361877	0.2851783	0.48635012	0.726031669	0.765941546	0.515198828	0.284558594	0.53827355	0.875672	0.444931641	0.63761614	0.497167587	0.764683899	0.868289764	0.461892521
0.638733333	0.251823538	0.416735687	0.742047426	0.692925851	0.500885067	0.57787052	0.660190786	0.41093029	0.675672213	0.599263382	0.3225534	0.49583113	0.741182757	0.784288364	0.52942168	0.309683203	0.51661025	0.8234583	0.346182373	0.479558921	0.323522759	0.565472648	0.840280658	0.544224843
0.686816667	0.304294138	0.680283966	0.834586466	0.734915597	0.465839189	0.53383936	0.650715357	0.491349438	0.459588845	0.62068882	0.303275775	0.409353435	0.865456891	0.905553431	0.515788086	0.294541016	0.5275924	0.8590363	0.562184326	0.546635299	0.409057045	0.663465823	0.866792332	0.508767743
0.759316667	0.423411762	0.40425705	0.715056873	0.617310269	0.450637689	0.35787454	0.744563714	0.668926777	0.677952448	0.771820068	0.234970325	0.66086149	0.52749414	0.569934989	0.497841406	0.262920117	0.5438198	0.885617	0.331295898	0.687192788	0.540320588	0.8144178	0.832642013	0.439929486
0.7275	0.31964706	0.693736572	0.82109119	0.658228586	0.454835511	0.52190772	0.6730671	0.57745	0.484167576	0.63302021	0.333222625	0.409908055	0.835191824	0.873623186	0.485149024	0.261808789	0.53628575	0.88441	0.56872168	0.617341045	0.482328415	0.747698938	0.862661719	0.4794397
0.668316667	0.280705901	0.599352112	0.11548101	0.584151437	0.478427356	0.5700945	0.681491786	0.466064841	0.604770342	0.515839577	0.38244415	0.426035585	0.792575474	0.832636719	0.398470898	0.189674219	0.52630495	0.8568935	0.497084473	0.526458678	0.375913239	0.625562874	0.663260973	0.537229807
0.748216667	0.435823553	0.596217957	0.454790823	0.684303503	0.437937589	0.34994474	0.724534857	0.644298904	0.508928935	0.727355194	0.23715485	0.547923505	0.644362304	0.685113003	0.46673125	0.237126367	0.5420078	0.8802556	0.493803223	0.667547289	0.520055771	0.791057222	0.759140284	0.452927129
0.729716667	0.429294138	0.706204376	0.084634664	0.659868163	0.451626789	0.36990156	0.7022027	0.59288475	0.472720305	0.632957458	0.2848624	0.484377205	0.698219587	0.737960937	0.39963418	0.181192578	0.5372156	0.8815281	0.58127417	0.628551073	0.486363411	0.752323239	0.654613689	0.479546993
0.77855	0.308411766	0.707279816	0.53769038	0.66840088	0.430903244	0.54185024	0.6778244	0.670975768	0.450747331	0.726805687	0.334942225	0.401279985	0.883433176	0.920847377	0.456444336	0.228833203	0.54450525	0.9165131	0.573777588	0.694655556	0.575782204	0.855108854	0.782164793	0.42764795
